,tconst,primaryTitle,startYear,runtimeMinutes,genres,Decennie
289675,tt0302640,The Hot Chick,2002,104,Comedy,2000s
289675,tt0302640,The Hot Chick,2002,104,Fantasy,2000s
289707,tt0302674,Gerry,2002,103,Adventure,2000s
289707,tt0302674,Gerry,2002,103,Drama,2000s
289707,tt0302674,Gerry,2002,103,Mystery,2000s
289909,tt0302886,Old School,2003,88,Comedy,2000s
289911,tt0302889,On_Line,2002,97,Drama,2000s
290315,tt0303313,The Business of Fancydancing,2002,103,Drama,2000s
290315,tt0303313,The Business of Fancydancing,2002,103,Music,2000s
290363,tt0303361,May,2002,93,Comedy,2000s
290363,tt0303361,May,2002,93,Drama,2000s
290363,tt0303361,May,2002,93,Horror,2000s
290656,tt0303668,The Apocalypse,2000,180,Drama,2000s
290701,tt0303714,Barbershop,2002,102,Comedy,2000s
290701,tt0303714,Barbershop,2002,102,Drama,2000s
290763,tt0303780,Blues Harp,1998,107,Crime,1990s
290763,tt0303780,Blues Harp,1998,107,Drama,1990s
290763,tt0303780,Blues Harp,1998,107,Music,1990s
290768,tt0303785,Bollywood/Hollywood,2002,105,Comedy,2000s
290768,tt0303785,Bollywood/Hollywood,2002,105,Drama,2000s
290768,tt0303785,Bollywood/Hollywood,2002,105,Musical,2000s
290799,tt0303816,Cabin Fever,2002,93,Horror,2000s
290813,tt0303830,Casa de los babys,2003,95,Drama,2000s
290913,tt0303933,Drumline,2002,118,Comedy,2000s
290913,tt0303933,Drumline,2002,118,Drama,2000s
290913,tt0303933,Drumline,2002,118,Music,2000s
290998,tt0304023,Flower & Garnet,2002,103,Drama,2000s
291043,tt0304072,The Dog of Flanders,1997,93,Animation,1990s
291043,tt0304072,The Dog of Flanders,1997,93,Drama,1990s
291043,tt0304072,The Dog of Flanders,1997,93,Family,1990s
291097,tt0304126,Grill Point,2002,111,Comedy,2000s
291097,tt0304126,Grill Point,2002,111,Drama,2000s
291112,tt0304141,Harry Potter and the Prisoner of Azkaban,2004,142,Adventure,2000s
291112,tt0304141,Harry Potter and the Prisoner of Azkaban,2004,142,Family,2000s
291112,tt0304141,Harry Potter and the Prisoner of Azkaban,2004,142,Fantasy,2000s
291197,tt0304229,Japanese Story,2003,110,Drama,2000s
291197,tt0304229,Japanese Story,2003,110,Romance,2000s
291230,tt0304262,The Happiness of the Katakuris,2001,113,Comedy,2000s
291230,tt0304262,The Happiness of the Katakuris,2001,113,Fantasy,2000s
291230,tt0304262,The Happiness of the Katakuris,2001,113,Horror,2000s
291250,tt0304283,Kermit's Swamp Years,2002,82,Adventure,2000s
291250,tt0304283,Kermit's Swamp Years,2002,82,Comedy,2000s
291250,tt0304283,Kermit's Swamp Years,2002,82,Family,2000s
291263,tt0304296,Young Thugs: Nostalgia,1998,94,Comedy,1990s
291263,tt0304296,Young Thugs: Nostalgia,1998,94,Drama,1990s
291293,tt0304328,Levity,2003,100,Crime,2000s
291293,tt0304328,Levity,2003,100,Drama,2000s
291353,tt0304391,The Code,2002,116,Action,2000s
291353,tt0304391,The Code,2002,116,Crime,2000s
291353,tt0304391,The Code,2002,116,Drama,2000s
291377,tt0304415,Mona Lisa Smile,2003,117,Drama,2000s
291505,tt0304547,Small Cuts,2003,95,Drama,2000s
291587,tt0304636,The Riverman,2004,91,Biography,2000s
291587,tt0304636,The Riverman,2004,91,Crime,2000s
291587,tt0304636,The Riverman,2004,91,Drama,2000s
291620,tt0304669,The Santa Clause 2,2002,104,Comedy,2000s
291620,tt0304669,The Santa Clause 2,2002,104,Family,2000s
291620,tt0304669,The Santa Clause 2,2002,104,Fantasy,2000s
291629,tt0304678,Sex Is Comedy,2002,92,Comedy,2000s
291629,tt0304678,Sex Is Comedy,2002,92,Drama,2000s
291629,tt0304678,Sex Is Comedy,2002,92,Romance,2000s
291662,tt0304711,The Order,2003,102,Horror,2000s
291662,tt0304711,The Order,2003,102,Mystery,2000s
291662,tt0304711,The Order,2003,102,Thriller,2000s
291736,tt0304790,The Road to Love,2001,70,Drama,2000s
291753,tt0304808,Ten Minutes Older: The Trumpet,2002,92,Drama,2000s
291802,tt0304857,Two Men Went to War,2002,109,Comedy,2000s
291802,tt0304857,Two Men Went to War,2002,109,Drama,2000s
291802,tt0304857,Two Men Went to War,2002,109,War,2000s
291820,tt0304876,Live Wire,2009,81,Comedy,2000s
291871,tt0304931,Werner - Gekotzt wird später!,2003,76,Animation,2000s
291871,tt0304931,Werner - Gekotzt wird später!,2003,76,Comedy,2000s
292135,tt0305206,American Splendor,2003,101,Biography,2000s
292135,tt0305206,American Splendor,2003,101,Comedy,2000s
292135,tt0305206,American Splendor,2003,101,Drama,2000s
292153,tt0305224,Anger Management,2003,106,Comedy,2000s
292310,tt0305396,The Crocodile Hunter: Collision Course,2002,90,Action,2000s
292310,tt0305396,The Crocodile Hunter: Collision Course,2002,90,Adventure,2000s
292310,tt0305396,The Crocodile Hunter: Collision Course,2002,90,Comedy,2000s
292475,tt0305583,A Foreign Affair,2003,94,Comedy,2000s
292475,tt0305583,A Foreign Affair,2003,94,Drama,2000s
292475,tt0305583,A Foreign Affair,2003,94,Romance,2000s
292524,tt0305633,Blood Crime,2002,88,Drama,2000s
292524,tt0305633,Blood Crime,2002,88,Thriller,2000s
292559,tt0305669,Bringing Down the House,2003,105,Comedy,2000s
292599,tt0305711,Just Married,2003,95,Comedy,2000s
292599,tt0305711,Just Married,2003,95,Romance,2000s
292767,tt0305884,The Price of Forgiveness,2001,90,Drama,2000s
292853,tt0305973,Sonny,2002,110,Crime,2000s
292853,tt0305973,Sonny,2002,110,Drama,2000s
292878,tt0305999,The Rage in Placid Lake,2003,89,Comedy,2000s
292890,tt0306011,Resistance,2003,92,Drama,2000s
292923,tt0306047,Scary Movie 3,2003,84,Comedy,2000s
292972,tt0306097,Stratosphere Girl,2004,85,Drama,2000s
292972,tt0306097,Stratosphere Girl,2004,85,Mystery,2000s
293292,tt0306432,My Mother Likes Women,2002,96,Comedy,2000s
293292,tt0306432,My Mother Likes Women,2002,96,Drama,2000s
293316,tt0306456,Amnèsia,2002,114,Comedy,2000s
293316,tt0306456,Amnèsia,2002,114,Crime,2000s
293316,tt0306456,Amnèsia,2002,114,Drama,2000s
293333,tt0306474,Princess Arete,2001,105,Adventure,2000s
293333,tt0306474,Princess Arete,2001,105,Animation,2000s
293333,tt0306474,Princess Arete,2001,105,Drama,2000s
293501,tt0306646,Ringing Bell,1978,47,Animation,1970s
293501,tt0306646,Ringing Bell,1978,47,Drama,1970s
293501,tt0306646,Ringing Bell,1978,47,Family,1970s
293538,tt0306685,Cradle 2 the Grave,2003,101,Action,2000s
293538,tt0306685,Cradle 2 the Grave,2003,101,Crime,2000s
293538,tt0306685,Cradle 2 the Grave,2003,101,Drama,2000s
293687,tt0306841,The Lizzie McGuire Movie,2003,94,Adventure,2000s
293687,tt0306841,The Lizzie McGuire Movie,2003,94,Comedy,2000s
293687,tt0306841,The Lizzie McGuire Movie,2003,94,Family,2000s
293737,tt0306892,George and the Dragon,2004,93,Action,2000s
293737,tt0306892,George and the Dragon,2004,93,Adventure,2000s
293737,tt0306892,George and the Dragon,2004,93,Comedy,2000s
293948,tt0307109,The Lost Skeleton of Cadavra,2001,90,Comedy,2000s
293948,tt0307109,The Lost Skeleton of Cadavra,2001,90,Horror,2000s
293948,tt0307109,The Lost Skeleton of Cadavra,2001,90,Sci-Fi,2000s
293992,tt0307156,Michel Vaillant,2003,103,Action,2000s
293992,tt0307156,Michel Vaillant,2003,103,Sport,2000s
293998,tt0307162,All About Our House,2001,116,Comedy,2000s
294048,tt0307213,Bad Guy,2001,100,Drama,2000s
294048,tt0307213,Bad Guy,2001,100,Romance,2000s
294182,tt0307351,Prey for Rock & Roll,2003,104,Drama,2000s
294182,tt0307351,Prey for Rock & Roll,2003,104,Music,2000s
294277,tt0307453,Shark Tale,2004,90,Adventure,2000s
294277,tt0307453,Shark Tale,2004,90,Animation,2000s
294277,tt0307453,Shark Tale,2004,90,Comedy,2000s
294302,tt0307479,Solaris,2002,99,Drama,2000s
294302,tt0307479,Solaris,2002,99,Mystery,2000s
294302,tt0307479,Solaris,2002,99,Romance,2000s
294329,tt0307507,The Stick Up,2002,97,Action,2000s
294329,tt0307507,The Stick Up,2002,97,Crime,2000s
294329,tt0307507,The Stick Up,2002,97,Mystery,2000s
294359,tt0307538,Swing,2002,90,Comedy,2000s
294359,tt0307538,Swing,2002,90,Drama,2000s
294359,tt0307538,Swing,2002,90,Music,2000s
294415,tt0307596,"The Tulse Luper Suitcases, Part 1: The Moab Story",2003,127,Adventure,2000s
294415,tt0307596,"The Tulse Luper Suitcases, Part 1: The Moab Story",2003,127,Biography,2000s
294415,tt0307596,"The Tulse Luper Suitcases, Part 1: The Moab Story",2003,127,Drama,2000s
294457,tt0307639,Virginia's Run,2002,103,Drama,2000s
294457,tt0307639,Virginia's Run,2002,103,Family,2000s
294707,tt0307901,25th Hour,2002,135,Drama,2000s
294719,tt0307913,Our Father,2002,84,Drama,2000s
294725,tt0307919,The Actors,2003,91,Comedy,2000s
294725,tt0307919,The Actors,2003,91,Crime,2000s
294741,tt0307937,Aa bakudan,1964,95,Action,1960s
294741,tt0307937,Aa bakudan,1964,95,Comedy,1960s
294741,tt0307937,Aa bakudan,1964,95,Crime,1960s
294759,tt0307956,Assassin,1969,110,Drama,1960s
294759,tt0307956,Assassin,1969,110,Thriller,1960s
294789,tt0307987,Bad Santa,2003,92,Comedy,2000s
294789,tt0307987,Bad Santa,2003,92,Crime,2000s
294789,tt0307987,Bad Santa,2003,92,Drama,2000s
294857,tt0308055,Bobby,2006,117,Biography,2000s
294857,tt0308055,Bobby,2006,117,Drama,2000s
294857,tt0308055,Bobby,2006,117,History,2000s
294929,tt0308131,Body to Body,2003,101,Thriller,2000s
294949,tt0308152,Dead End,2003,85,Adventure,2000s
294949,tt0308152,Dead End,2003,85,Horror,2000s
294949,tt0308152,Dead End,2003,85,Mystery,2000s
295151,tt0308363,Waiting for Happiness,2002,90,Drama,2000s
295151,tt0308363,Waiting for Happiness,2002,90,Music,2000s
295167,tt0308379,Dark Water,2002,101,Drama,2000s
295167,tt0308379,Dark Water,2002,101,Horror,2000s
295167,tt0308379,Dark Water,2002,101,Mystery,2000s
295170,tt0308383,The Human Stain,2003,106,Drama,2000s
295170,tt0308383,The Human Stain,2003,106,Romance,2000s
295170,tt0308383,The Human Stain,2003,106,Thriller,2000s
295198,tt0308411,Interview with the Assassin,2002,88,Drama,2000s
295290,tt0308506,Like Mike,2002,99,Comedy,2000s
295290,tt0308506,Like Mike,2002,99,Family,2000s
295290,tt0308506,Like Mike,2002,99,Fantasy,2000s
295340,tt0308558,"Blood, Sweat and Fear",1975,91,Crime,1970s
295340,tt0308558,"Blood, Sweat and Fear",1975,91,Drama,1970s
295423,tt0308644,Finding Neverland,2004,106,Biography,2000s
295423,tt0308644,Finding Neverland,2004,106,Drama,2000s
295423,tt0308644,Finding Neverland,2004,106,Family,2000s
295449,tt0308671,Tycoon: A New Russian,2002,123,Crime,2000s
295449,tt0308671,Tycoon: A New Russian,2002,123,Drama,2000s
295550,tt0308772,Pure,2002,96,Drama,2000s
295603,tt0308827,Rônin-gai,1990,117,Action,1990s
295603,tt0308827,Rônin-gai,1990,117,Drama,1990s
295651,tt0308878,The Shape of Things,2003,96,Comedy,2000s
295651,tt0308878,The Shape of Things,2003,96,Drama,2000s
295651,tt0308878,The Shape of Things,2003,96,Romance,2000s
295778,tt0309012,Killed by Lightning,2002,65,Drama,2000s
295778,tt0309012,Killed by Lightning,2002,65,Sci-Fi,2000s
295908,tt0309150,DreamKeeper,2003,174,Drama,2000s
295908,tt0309150,DreamKeeper,2003,174,Fantasy,2000s
296042,tt0309291,Blue Spring,2001,83,Drama,2000s
296125,tt0309377,Blood Work,2002,110,Action,2000s
296125,tt0309377,Blood Work,2002,110,Crime,2000s
296125,tt0309377,Blood Work,2002,110,Drama,2000s
296275,tt0309530,Down with Love,2003,101,Comedy,2000s
296275,tt0309530,Down with Love,2003,101,Romance,2000s
296335,tt0309593,Final Destination 2,2003,90,Horror,2000s
296335,tt0309593,Final Destination 2,2003,90,Thriller,2000s
296342,tt0309600,Food of Love,2002,112,Drama,2000s
296342,tt0309600,Food of Love,2002,112,Music,2000s
296342,tt0309600,Food of Love,2002,112,Romance,2000s
296438,tt0309698,Identity,2003,90,Mystery,2000s
296438,tt0309698,Identity,2003,90,Thriller,2000s
296560,tt0309820,Luther,2003,123,Biography,2000s
296560,tt0309820,Luther,2003,123,Drama,2000s
296560,tt0309820,Luther,2003,123,History,2000s
296567,tt0309827,Mafalda,1982,82,Animation,1980s
296567,tt0309827,Mafalda,1982,82,Comedy,1980s
296567,tt0309827,Mafalda,1982,82,Family,1980s
296572,tt0309832,Maléfique,2002,90,Fantasy,2000s
296572,tt0309832,Maléfique,2002,90,Horror,2000s
296572,tt0309832,Maléfique,2002,90,Mystery,2000s
296608,tt0309872,Whatever You Say,2002,110,Comedy,2000s
296608,tt0309872,Whatever You Say,2002,110,Crime,2000s
296608,tt0309872,Whatever You Say,2002,110,Drama,2000s
296647,tt0309912,Nicholas Nickleby,2002,132,Adventure,2000s
296647,tt0309912,Nicholas Nickleby,2002,132,Drama,2000s
296647,tt0309912,Nicholas Nickleby,2002,132,Romance,2000s
296718,tt0309986,Paper Soldiers,2002,88,Action,2000s
296718,tt0309986,Paper Soldiers,2002,88,Comedy,2000s
296718,tt0309986,Paper Soldiers,2002,88,Crime,2000s
296719,tt0309987,The Dreamers,2003,115,Drama,2000s
296719,tt0309987,The Dreamers,2003,115,Romance,2000s
296724,tt0309992,Paz!,2002,102,Comedy,2000s
296879,tt0310149,The Princess Blade,2001,92,Action,2000s
296879,tt0310149,The Princess Blade,2001,92,Sci-Fi,2000s
296883,tt0310154,In This World,2002,88,Drama,2000s
296929,tt0310203,Ruby & Quentin,2003,85,Comedy,2000s
296929,tt0310203,Ruby & Quentin,2003,85,Crime,2000s
296979,tt0310256,Sleeping Rough,2002,92,Drama,2000s
297003,tt0310281,A Mighty Wind,2003,91,Comedy,2000s
297003,tt0310281,A Mighty Wind,2003,91,Music,2000s
297035,tt0310313,A New Life,2002,102,Drama,2000s
297035,tt0310313,A New Life,2002,102,Horror,2000s
297078,tt0310357,Willard,2003,100,Drama,2000s
297078,tt0310357,Willard,2003,100,Horror,2000s
297078,tt0310357,Willard,2003,100,Thriller,2000s
297440,tt0310733,Bertie and Elizabeth,2002,99,Biography,2000s
297440,tt0310733,Bertie and Elizabeth,2002,99,Drama,2000s
297440,tt0310733,Bertie and Elizabeth,2002,99,Romance,2000s
297448,tt0310741,Moving Alan,2003,85,Comedy,2000s
297482,tt0310775,Sympathy for Mr. Vengeance,2002,129,Crime,2000s
297482,tt0310775,Sympathy for Mr. Vengeance,2002,129,Drama,2000s
297482,tt0310775,Sympathy for Mr. Vengeance,2002,129,Thriller,2000s
297485,tt0310778,Bon Voyage,2003,114,Comedy,2000s
297485,tt0310778,Bon Voyage,2003,114,Drama,2000s
297485,tt0310778,Bon Voyage,2003,114,Mystery,2000s
297554,tt0310851,The Case of the Whitechapel Vampire,2002,90,Mystery,2000s
297554,tt0310851,The Case of the Whitechapel Vampire,2002,90,Thriller,2000s
297612,tt0310910,Confidence,2003,97,Crime,2000s
297612,tt0310910,Confidence,2003,97,Thriller,2000s
297625,tt0310924,Crime Spree,2003,105,Action,2000s
297625,tt0310924,Crime Spree,2003,105,Comedy,2000s
297625,tt0310924,Crime Spree,2003,105,Crime,2000s
297651,tt0310952,Riverworld,2003,86,Fantasy,2000s
297651,tt0310952,Riverworld,2003,86,Sci-Fi,2000s
297768,tt0311072,En la ciudad sin límites,2002,125,Drama,2000s
297804,tt0311110,It Runs in the Family,2003,109,Comedy,2000s
297804,tt0311110,It Runs in the Family,2003,109,Drama,2000s
297804,tt0311110,It Runs in the Family,2003,109,Romance,2000s
297807,tt0311113,Master and Commander: The Far Side of the World,2003,138,Action,2000s
297807,tt0311113,Master and Commander: The Far Side of the World,2003,138,Adventure,2000s
297807,tt0311113,Master and Commander: The Far Side of the World,2003,138,Drama,2000s
297898,tt0311210,Out of the Ashes,2003,113,Drama,2000s
297975,tt0311289,Holes,2003,117,Adventure,2000s
297975,tt0311289,Holes,2003,117,Comedy,2000s
297975,tt0311289,Holes,2003,117,Drama,2000s
298110,tt0311429,The League of Extraordinary Gentlemen,2003,110,Action,2000s
298110,tt0311429,The League of Extraordinary Gentlemen,2003,110,Adventure,2000s
298110,tt0311429,The League of Extraordinary Gentlemen,2003,110,Fantasy,2000s
298323,tt0311648,Pieces of April,2003,80,Comedy,2000s
298323,tt0311648,Pieces of April,2003,80,Drama,2000s
298402,tt0311730,The Roman Spring of Mrs. Stone,2003,114,Drama,2000s
298402,tt0311730,The Roman Spring of Mrs. Stone,2003,114,Romance,2000s
298420,tt0311750,My Mother and Her Guest,1961,103,Drama,1960s
298607,tt0311941,Try Seventeen,2002,93,Comedy,2000s
298607,tt0311941,Try Seventeen,2002,93,Drama,2000s
298665,tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit,2005,85,Adventure,2000s
298665,tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit,2005,85,Animation,2000s
298665,tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit,2005,85,Comedy,2000s
298930,tt0312278,Skinwalkers,2002,100,Crime,2000s
298930,tt0312278,Skinwalkers,2002,100,Drama,2000s
298930,tt0312278,Skinwalkers,2002,100,Mystery,2000s
298933,tt0312281,Tattoo: A Love Story,2002,94,Comedy,2000s
298933,tt0312281,Tattoo: A Love Story,2002,94,Drama,2000s
298933,tt0312281,Tattoo: A Love Story,2002,94,Romance,2000s
298980,tt0312329,Against the Ropes,2004,110,Biography,2000s
298980,tt0312329,Against the Ropes,2004,110,Drama,2000s
298980,tt0312329,Against the Ropes,2004,110,Romance,2000s
299054,tt0312403,Azazel,2002,208,Crime,2000s
299054,tt0312403,Azazel,2002,208,Mystery,2000s
299060,tt0312409,Bad Eggs,2003,98,Comedy,2000s
299060,tt0312409,Bad Eggs,2003,98,Thriller,2000s
299174,tt0312525,Chicken Skin,2001,96,Comedy,2000s
299196,tt0312549,Veronica Guerin,2003,98,Biography,2000s
299196,tt0312549,Veronica Guerin,2003,98,Crime,2000s
299196,tt0312549,Veronica Guerin,2003,98,Drama,2000s
299256,tt0312612,Wolves in the Snow,2002,90,Crime,2000s
299256,tt0312612,Wolves in the Snow,2002,90,Drama,2000s
299256,tt0312612,Wolves in the Snow,2002,90,Mystery,2000s
299477,tt0312841,The Way Home,2002,80,Drama,2000s
299479,tt0312843,Suicide Club,2001,99,Crime,2000s
299479,tt0312843,Suicide Club,2001,99,Drama,2000s
299479,tt0312843,Suicide Club,2001,99,Horror,2000s
299498,tt0312862,Kariera Nikosia Dyzmy,2002,108,Comedy,2000s
299561,tt0312929,What Fault Is It of Ours?,2003,114,Comedy,2000s
299812,tt0313196,The Crime of Padre Amaro,2002,118,Drama,2000s
299812,tt0313196,The Crime of Padre Amaro,2002,118,Romance,2000s
299870,tt0313254,Barbie and the Rockers: Out of This World,1987,25,Adventure,1980s
299870,tt0313254,Barbie and the Rockers: Out of This World,1987,25,Animation,1980s
299870,tt0313254,Barbie and the Rockers: Out of This World,1987,25,Comedy,1980s
299899,tt0313285,Black Cadillac,2003,93,Horror,2000s
299899,tt0313285,Black Cadillac,2003,93,Thriller,2000s
299913,tt0313300,The Blue Butterfly,2004,97,Adventure,2000s
299913,tt0313300,The Blue Butterfly,2004,97,Drama,2000s
299926,tt0313313,Le bourgeois gentilhomme,1968,130,Comedy,1960s
300021,tt0313410,No Night Is Too Long,2002,116,Crime,2000s
300021,tt0313410,No Night Is Too Long,2002,116,Drama,2000s
300021,tt0313410,No Night Is Too Long,2002,116,Romance,2000s
300053,tt0313443,Out of Time,2003,105,Crime,2000s
300053,tt0313443,Out of Time,2003,105,Drama,2000s
300053,tt0313443,Out of Time,2003,105,Mystery,2000s
300143,tt0313542,Runaway Jury,2003,127,Crime,2000s
300143,tt0313542,Runaway Jury,2003,127,Drama,2000s
300143,tt0313542,Runaway Jury,2003,127,Thriller,2000s
300151,tt0313550,On the Occasion of Remembering the Turning Gate,2002,115,Drama,2000s
300176,tt0313579,Funeral March,2001,97,Drama,2000s
300176,tt0313579,Funeral March,2001,97,Romance,2000s
300205,tt0313608,Deserter,2002,90,Drama,2000s
300205,tt0313608,Deserter,2002,90,War,2000s
300265,tt0313670,Sweet Sixteen,2002,106,Crime,2000s
300265,tt0313670,Sweet Sixteen,2002,106,Drama,2000s
300330,tt0313737,Two Weeks Notice,2002,101,Comedy,2000s
300330,tt0313737,Two Weeks Notice,2002,101,Romance,2000s
300384,tt0313792,Anything Else,2003,108,Comedy,2000s
300384,tt0313792,Anything Else,2003,108,Romance,2000s
300500,tt0313911,Agent Cody Banks,2003,102,Action,2000s
300500,tt0313911,Agent Cody Banks,2003,102,Adventure,2000s
300500,tt0313911,Agent Cody Banks,2003,102,Comedy,2000s
300626,tt0314039,The Event,2003,110,Drama,2000s
300648,tt0314063,Immortal,2004,103,Drama,2000s
300648,tt0314063,Immortal,2004,103,Sci-Fi,2000s
300681,tt0314097,The Gathering Storm,2002,96,Biography,2000s
300681,tt0314097,The Gathering Storm,2002,96,Drama,2000s
300681,tt0314097,The Gathering Storm,2002,96,History,2000s
300695,tt0314111,Godzilla Against MechaGodzilla,2002,88,Action,2000s
300695,tt0314111,Godzilla Against MechaGodzilla,2002,88,Sci-Fi,2000s
300695,tt0314111,Godzilla Against MechaGodzilla,2002,88,Thriller,2000s
300705,tt0314121,Mortadelo & Filemon: The Big Adventure,2003,107,Action,2000s
300705,tt0314121,Mortadelo & Filemon: The Big Adventure,2003,107,Adventure,2000s
300705,tt0314121,Mortadelo & Filemon: The Big Adventure,2003,107,Comedy,2000s
300749,tt0314166,Hey Arnold! The Movie,2002,76,Adventure,2000s
300749,tt0314166,Hey Arnold! The Movie,2002,76,Animation,2000s
300749,tt0314166,Hey Arnold! The Movie,2002,76,Comedy,2000s
300753,tt0314170,"Lucía, Lucía",2003,110,Adventure,2000s
300753,tt0314170,"Lucía, Lucía",2003,110,Comedy,2000s
300753,tt0314170,"Lucía, Lucía",2003,110,Crime,2000s
300780,tt0314197,Imagining Argentina,2003,107,Drama,2000s
300780,tt0314197,Imagining Argentina,2003,107,Romance,2000s
300780,tt0314197,Imagining Argentina,2003,107,Thriller,2000s
300809,tt0314226,The Hunt for the Hidden Relic,2002,182,Action,2000s
300809,tt0314226,The Hunt for the Hidden Relic,2002,182,Fantasy,2000s
300809,tt0314226,The Hunt for the Hidden Relic,2002,182,Mystery,2000s
300902,tt0314325,Living with the Fosters,2002,113,Comedy,2000s
300908,tt0314331,Love Actually,2003,135,Comedy,2000s
300908,tt0314331,Love Actually,2003,135,Drama,2000s
300908,tt0314331,Love Actually,2003,135,Romance,2000s
300930,tt0314353,Tears of the Sun,2003,121,Action,2000s
300930,tt0314353,Tears of the Sun,2003,121,Drama,2000s
300930,tt0314353,Tears of the Sun,2003,121,Thriller,2000s
300964,tt0314390,"I, Cesar",2003,91,Comedy,2000s
300964,tt0314390,"I, Cesar",2003,91,Drama,2000s
300964,tt0314390,"I, Cesar",2003,91,Family,2000s
300986,tt0314412,My Life Without Me,2003,106,Drama,2000s
300986,tt0314412,My Life Without Me,2003,106,Romance,2000s
301004,tt0314431,Hope Springs,2003,92,Comedy,2000s
301004,tt0314431,Hope Springs,2003,92,Romance,2000s
301071,tt0314498,The Perfect Score,2004,93,Comedy,2000s
301071,tt0314498,The Perfect Score,2004,93,Crime,2000s
301071,tt0314498,The Perfect Score,2004,93,Drama,2000s
301092,tt0314519,Pollyanna,2003,99,Drama,2000s
301092,tt0314519,Pollyanna,2003,99,Family,2000s
301193,tt0314624,Science Fiction,2002,90,Adventure,2000s
301193,tt0314624,Science Fiction,2002,90,Family,2000s
301193,tt0314624,Science Fiction,2002,90,Mystery,2000s
301199,tt0314630,The Secret Lives of Dentists,2002,104,Drama,2000s
301243,tt0314676,The Singing Detective,2003,109,Comedy,2000s
301243,tt0314676,The Singing Detective,2003,109,Crime,2000s
301243,tt0314676,The Singing Detective,2003,109,Musical,2000s
301346,tt0314786,The In-Laws,2003,98,Action,2000s
301346,tt0314786,The In-Laws,2003,98,Comedy,2000s
301346,tt0314786,The In-Laws,2003,98,Thriller,2000s
301424,tt0314871,Washington Heights,2002,89,Drama,2000s
301424,tt0314871,Washington Heights,2002,89,Romance,2000s
301654,tt0315110,Twentynine Palms,2003,119,Drama,2000s
301695,tt0315152,If I Were a Rich Man,2002,105,Comedy,2000s
301812,tt0315273,Benji: Off the Leash!,2004,97,Drama,2000s
301812,tt0315273,Benji: Off the Leash!,2004,97,Family,2000s
301835,tt0315297,Twisted,2004,97,Crime,2000s
301835,tt0315297,Twisted,2004,97,Drama,2000s
301835,tt0315297,Twisted,2004,97,Mystery,2000s
301850,tt0315312,Borderline,2002,94,Crime,2000s
301850,tt0315312,Borderline,2002,94,Thriller,2000s
301864,tt0315327,Bruce Almighty,2003,101,Comedy,2000s
301864,tt0315327,Bruce Almighty,2003,101,Fantasy,2000s
301992,tt0315459,Dallas 362,2003,100,Drama,2000s
302259,tt0315733,21 Grams,2003,124,Crime,2000s
302259,tt0315733,21 Grams,2003,124,Drama,2000s
302259,tt0315733,21 Grams,2003,124,Thriller,2000s
302372,tt0315850,El bonaerense,2002,105,Crime,2000s
302372,tt0315850,El bonaerense,2002,105,Drama,2000s
302500,tt0315983,House of Sand and Fog,2003,126,Crime,2000s
302500,tt0315983,House of Sand and Fog,2003,126,Drama,2000s
302700,tt0316187,LolliLove,2004,64,Comedy,2000s
302701,tt0316188,Raising Victor Vargas,2002,88,Drama,2000s
302701,tt0316188,Raising Victor Vargas,2002,88,Romance,2000s
302709,tt0316196,Saturday October 5th,1969,48,Drama,1960s
302828,tt0316318,The Halloween That Almost Wasn't,1979,30,Comedy,1970s
302828,tt0316318,The Halloween That Almost Wasn't,1979,30,Family,1970s
302828,tt0316318,The Halloween That Almost Wasn't,1979,30,Fantasy,1970s
302864,tt0316356,Open Range,2003,139,Action,2000s
302864,tt0316356,Open Range,2003,139,Drama,2000s
302864,tt0316356,Open Range,2003,139,Romance,2000s
302902,tt0316396,Peter Pan,2003,113,Adventure,2000s
302902,tt0316396,Peter Pan,2003,113,Family,2000s
302902,tt0316396,Peter Pan,2003,113,Fantasy,2000s
302966,tt0316465,Radio,2003,109,Biography,2000s
302966,tt0316465,Radio,2003,109,Drama,2000s
302966,tt0316465,Radio,2003,109,Sport,2000s
303091,tt0316599,Graveyard of Honor,2002,131,Action,2000s
303091,tt0316599,Graveyard of Honor,2002,131,Crime,2000s
303091,tt0316599,Graveyard of Honor,2002,131,Thriller,2000s
303144,tt0316654,Spider-Man 2,2004,127,Action,2000s
303144,tt0316654,Spider-Man 2,2004,127,Adventure,2000s
303144,tt0316654,Spider-Man 2,2004,127,Sci-Fi,2000s
303193,tt0316706,Subway Monkey Hour,2002,50,Comedy,2000s
303246,tt0316763,Thunderstruck,2004,98,Comedy,2000s
303246,tt0316763,Thunderstruck,2004,98,Drama,2000s
303246,tt0316763,Thunderstruck,2004,98,Music,2000s
303270,tt0316788,All Girls Are Crazy,2003,84,Comedy,2000s
303305,tt0316824,In Enemy Hands,2004,94,Action,2000s
303305,tt0316824,In Enemy Hands,2004,94,Drama,2000s
303305,tt0316824,In Enemy Hands,2004,94,Thriller,2000s
303310,tt0316829,The Sea Is Watching,2002,119,Drama,2000s
303310,tt0316829,The Sea Is Watching,2002,119,Romance,2000s
303511,tt0317042,One Point O,2004,95,Drama,2000s
303511,tt0317042,One Point O,2004,95,Horror,2000s
